trans_num,category,amt,gender,state,zip,lat,long,city_pop,job,unix_time,merch_lat,merch_long,trans_date,age,is_fraud
2da90c7d74bd46a0caf3777415b3ebd3,10,-0.420987582,1,40,29209,-0.900688714,0.675251617,0.810291438,287,1.75786524,-0.890633519,0.655413181,1.628771019,0.315718788,0
324cc204407e99f51b0d6ca0055005e7,10,-0.252694936,0,44,84002,0.35128967,-1.468824725,-0.29316314,404,1.757865863,0.178708048,-1.433000075,1.628771019,-0.947888744,0
c81755dbbbea9d5c77f094348a7579be,5,-0.18133586,0,34,11710,0.420677658,1.213005922,-0.179921567,271,1.757867421,0.383278635,1.16405886,1.628771019,0.14340867,0
2159175b9efe66dc301f149d3d5abf8c,9,-0.064254578,1,9,32780,-1.963810411,0.68371149,-0.112789324,420,1.757869134,-1.903198937,0.678479846,1.628771019,-0.775578626,0
57ff021bd3f328f8738bb535c302a31b,13,-0.418929147,1,22,49632,1.125984295,0.378610964,-0.290434267,204,1.757869289,1.25676681,0.315278768,1.628771019,1.062395966,0
798db04aaceb4febd084f1a7c404da93,7,-0.316880678,0,34,14816,0.720334473,0.980461163,-0.292441181,373,1.757870847,0.628170868,0.918029884,1.628771019,-1.062762156,0
17003d7ce534440eadb10c4750e020e5,5,0.39658533,0,4,95528,0.387993197,-2.452779192,-0.290391215,469,1.757871392,0.579695456,-2.517032141,1.628771019,1.29214279,0
8be473af4f05fc6146ea55ace73e7ca2,10,-0.374142594,0,41,57374,1.028029418,-0.535447799,-0.293027358,131,1.757871859,1.166029162,-0.544763761,1.628771019,0.085971964,0
71a1da150d1ce510193d7622e08e784e,12,-0.411568683,1,38,16858,0.485140321,0.871471251,-0.281949594,14,1.757873417,0.588816972,0.879104775,1.628771019,0.028535258,0
a7915132c7c4240996ba03a47f81e3bd,1,-0.023772025,0,43,76678,-1.355158365,-0.478452674,-0.293292297,44,1.757873495,-1.321859373,-0.44584142,1.628771019,1.00495926,0
3b8e4d02d9e1a3bf97cf449eb0317f2c,1,-0.395101204,1,17,40077,-0.008968351,0.346966387,-0.292295464,331,1.757874196,0.086149972,0.399276506,1.628771019,-1.29250898,0
fa3071565d94fb286cb0ed398c6d61d3,7,-0.174349656,1,50,82514,0.880092336,-1.356927641,-0.288715475,202,1.757876298,0.812252339,-1.339298164,1.628771019,-0.14377486,0
a21cb82e7d8fdbf4062f15c9422a4ca6,6,-0.420675698,0,9,33470,-2.324620069,0.72318363,-0.206233326,327,1.757878946,-2.438238523,0.701217996,1.628771019,-0.201211566,0
d0d2b5cca5ae19e0a07dc7ef5d51e59e,1,-0.389362537,1,34,12575,0.575254079,1.167261556,-0.28668538,55,1.757884086,0.425525019,1.20238024,1.628771019,2.096256675,0
61dca41a9728ea5fd6db99efd59768f8,7,-0.420675698,0,1,36749,-1.187441175,0.248020758,-0.290556802,286,1.757884864,-1.138248567,0.215859443,1.628771019,0.085971964,0
ea11379e8aa1b08d584149d65770faee,0,-0.284569488,0,9,32725,-1.898953723,0.652590205,-0.000296204,93,1.757885176,-1.703747939,0.675301592,1.628771019,-0.833015332,0
00da72495351ce6bd9ecb75d51cca89b,12,-0.424293553,1,9,33040,-2.7349194,0.642771228,-0.185236906,474,1.757886188,-2.785050476,0.665255906,1.628771019,-0.775578626,0
67288141e8206f6f49706c1cef5b75d3,7,-0.335281839,0,43,76050,-1.233246704,-0.509392262,-0.274706823,387,1.757890549,-1.047986868,-0.55862113,1.628771019,-1.062762156,0
71bb6ee81f9af4d2a38bf6af2b614708,0,0.060873312,0,18,70774,-1.635035072,-0.044855106,-0.260794211,442,1.757891016,-1.582717439,0.021455738,1.628771019,-0.258648272,0
2d7640ea4f3bcd520a3c33200c393dd8,10,-0.40321019,0,38,16114,0.560990336,0.730509706,-0.292156371,152,1.75789234,0.385676778,0.770549786,1.628771019,-1.349945686,0
1650f4f052cc85af7bd417fa17d59ac5,13,-0.385619928,0,10,30009,-0.878800567,0.430482196,0.254114829,351,1.757893976,-1.045466997,0.443493137,1.628771019,-1.407382392,0
b14cd1ccf78a409c664bf071872a4384,7,-0.202107339,0,5,80951,0.069048808,-1.048709172,1.44686049,303,1.757894599,0.255856674,-0.9984084,1.628771019,-1.062762156,0
d8edb8556aad03a15e2d5702948a47fb,13,-0.427973786,1,35,45331,0.307552778,0.406432609,-0.21822513,289,1.757895767,0.309167122,0.439431148,1.628771019,0.085971964,0
79f931ffc97dfe9966cd7d09613fe308,13,-0.401276509,0,48,54487,1.370950293,0.036269553,-0.262390469,418,1.757899582,1.357610948,0.049864683,1.628771019,-1.407382392,0
df862b772cfb9ca0d621c259df11a652,12,-0.377261435,0,22,48438,0.862341463,0.489992025,-0.271143393,263,1.75789966,1.010902326,0.470276429,1.628771019,-0.660705214,0
3dfec697170c9155ba76464e03179724,1,-0.145282061,0,4,94015,-0.169218747,-2.344029122,0.063309038,56,1.757905968,-0.095717513,-2.389006719,1.628771019,-1.062762156,0
6c58a441ceeb7dc623316c6a68158d29,5,-0.428223293,1,46,5155,0.912619187,1.262791257,-0.291421165,407,1.757906046,0.754087677,1.328439005,1.628771019,0.947522554,0
340ad023c64e8b7d2164ca3e53620186,10,-0.425291583,1,2,72354,-0.577390337,-0.007963082,-0.285983291,112,1.757909472,-0.382755147,0.039644501,1.628771019,0.258282082,0
